Date,Bar Name,Brand Name,Consumed (ml),Purchase (ml),Opening Balance,Closing Balance,Transactions,Day of Week,Stockout Flag
2023-06-07,Anderson's Bar,Jameson,0.0,0.0,2103.23,2103.23,0.0,Wednesday,0
2023-06-08,Anderson's Bar,Jameson,0.0,0.0,2103.23,2103.23,0.0,Thursday,0
2023-06-09,Anderson's Bar,Jameson,0.0,0.0,2103.23,2103.23,0.0,Friday,0
2023-06-10,Anderson's Bar,Jameson,0.0,0.0,2103.23,2103.23,0.0,Saturday,0
2023-06-11,Anderson's Bar,Jameson,100.05,1524.28,2103.23,3527.46,1.0,Sunday,0
2023-06-12,Anderson's Bar,Jameson,0.0,0.0,3527.46,3527.46,0.0,Monday,0
2023-06-13,Anderson's Bar,Jameson,513.22,0.0,3527.46,3014.24,1.0,Tuesday,0
2023-06-14,Anderson's Bar,Jameson,0.0,0.0,3014.24,3014.24,0.0,Wednesday,0
2023-06-15,Anderson's Bar,Jameson,0.0,0.0,3014.24,3014.24,0.0,Thursday,0
2023-06-16,Anderson's Bar,Jameson,0.0,0.0,3014.24,3014.24,0.0,Friday,0
2023-06-17,Anderson's Bar,Jameson,0.0,0.0,3014.24,3014.24,0.0,Saturday,0
2023-06-18,Anderson's Bar,Jameson,0.0,0.0,3014.24,3014.24,0.0,Sunday,0
2023-06-19,Anderson's Bar,Jameson,0.0,0.0,3014.24,3014.24,0.0,Monday,0
2023-06-20,Anderson's Bar,Jameson,0.0,0.0,3014.24,3014.24,0.0,Tuesday,0
2023-06-21,Anderson's Bar,Jameson,0.0,0.0,3014.24,3014.24,0.0,Wednesday,0
2023-06-22,Anderson's Bar,Jameson,0.0,0.0,3014.24,3014.24,0.0,Thursday,0
2023-06-23,Anderson's Bar,Jameson,174.79,0.0,3014.24,2839.45,1.0,Friday,0
2023-06-24,Anderson's Bar,Jameson,0.0,0.0,2839.45,2839.45,0.0,Saturday,0
2023-06-25,Anderson's Bar,Jameson,0.0,0.0,2839.45,2839.45,0.0,Sunday,0
2023-06-26,Anderson's Bar,Jameson,0.0,0.0,2839.45,2839.45,0.0,Monday,0
2023-06-27,Anderson's Bar,Jameson,301.8,0.0,2839.45,2537.65,1.0,Tuesday,0
2023-06-28,Anderson's Bar,Jameson,0.0,0.0,2537.65,2537.65,0.0,Wednesday,0
2023-06-29,Anderson's Bar,Jameson,0.0,0.0,2537.65,2537.65,0.0,Thursday,0
2023-06-30,Anderson's Bar,Jameson,0.0,0.0,2537.65,2537.65,0.0,Friday,0
2023-07-01,Anderson's Bar,Jameson,0.0,0.0,2537.65,2537.65,0.0,Saturday,0
2023-07-02,Anderson's Bar,Jameson,0.0,0.0,2537.65,2537.65,0.0,Sunday,0
2023-07-03,Anderson's Bar,Jameson,0.0,0.0,2537.65,2537.65,0.0,Monday,0
2023-07-04,Anderson's Bar,Jameson,0.0,0.0,2537.65,2537.65,0.0,Tuesday,0
2023-07-05,Anderson's Bar,Jameson,0.0,0.0,2537.65,2537.65,0.0,Wednesday,0
2023-07-06,Anderson's Bar,Jameson,0.0,0.0,2537.65,2537.65,0.0,Thursday,0
2023-07-07,Anderson's Bar,Jameson,0.0,0.0,2537.65,2537.65,0.0,Friday,0
2023-07-08,Anderson's Bar,Jameson,0.0,0.0,2537.65,2537.65,0.0,Saturday,0
2023-07-09,Anderson's Bar,Jameson,0.0,0.0,2537.65,2537.65,0.0,Sunday,0
2023-07-10,Anderson's Bar,Jameson,0.0,0.0,2537.65,2537.65,0.0,Monday,0
2023-07-11,Anderson's Bar,Jameson,0.0,0.0,2537.65,2537.65,0.0,Tuesday,0
2023-07-12,Anderson's Bar,Jameson,0.0,0.0,2537.65,2537.65,0.0,Wednesday,0
2023-07-13,Anderson's Bar,Jameson,471.88,0.0,2537.65,2065.77,1.0,Thursday,0
2023-07-14,Anderson's Bar,Jameson,0.0,0.0,2065.77,2065.77,0.0,Friday,0
2023-07-15,Anderson's Bar,Jameson,401.46,0.0,2065.77,1664.31,1.0,Saturday,0
2023-07-16,Anderson's Bar,Jameson,522.62,0.0,1664.31,1141.69,1.0,Sunday,0
2023-07-17,Anderson's Bar,Jameson,0.0,0.0,1141.69,1141.69,0.0,Monday,0
2023-07-18,Anderson's Bar,Jameson,0.0,0.0,1141.69,1141.69,0.0,Tuesday,0
2023-07-19,Anderson's Bar,Jameson,0.0,0.0,1141.69,1141.69,0.0,Wednesday,0
2023-07-20,Anderson's Bar,Jameson,0.0,0.0,1141.69,1141.69,0.0,Thursday,0
2023-07-21,Anderson's Bar,Jameson,0.0,0.0,1141.69,1141.69,0.0,Friday,0
2023-07-22,Anderson's Bar,Jameson,0.0,0.0,1141.69,1141.69,0.0,Saturday,0
2023-07-23,Anderson's Bar,Jameson,0.0,0.0,1141.69,1141.69,0.0,Sunday,0
2023-07-24,Anderson's Bar,Jameson,0.0,0.0,1141.69,1141.69,0.0,Monday,0
2023-07-25,Anderson's Bar,Jameson,0.0,0.0,1141.69,1141.69,0.0,Tuesday,0
2023-07-26,Anderson's Bar,Jameson,306.3,0.0,1141.69,835.39,1.0,Wednesday,0
2023-07-27,Anderson's Bar,Jameson,0.0,0.0,835.39,835.39,0.0,Thursday,0
2023-07-28,Anderson's Bar,Jameson,0.0,0.0,835.39,835.39,0.0,Friday,0
2023-07-29,Anderson's Bar,Jameson,0.0,0.0,835.39,835.39,0.0,Saturday,0
2023-07-30,Anderson's Bar,Jameson,533.23,0.0,835.39,302.16,1.0,Sunday,0
2023-07-31,Anderson's Bar,Jameson,0.0,0.0,302.16,302.16,0.0,Monday,0
2023-08-01,Anderson's Bar,Jameson,302.16,0.0,302.16,0.0,1.0,Tuesday,1
2023-08-02,Anderson's Bar,Jameson,0.0,0.0,0.0,0.0,0.0,Wednesday,1
2023-08-03,Anderson's Bar,Jameson,404.58,935.09,0.0,530.51,1.0,Thursday,0
2023-08-04,Anderson's Bar,Jameson,431.45,0.0,530.51,99.06,1.0,Friday,0
2023-08-05,Anderson's Bar,Jameson,99.06,0.0,99.06,0.0,1.0,Saturday,1
2023-08-06,Anderson's Bar,Jameson,0.0,0.0,0.0,0.0,0.0,Sunday,1
2023-08-07,Anderson's Bar,Jameson,0.0,0.0,0.0,0.0,0.0,Monday,1
2023-08-08,Anderson's Bar,Jameson,0.0,0.0,0.0,0.0,0.0,Tuesday,1
2023-08-09,Anderson's Bar,Jameson,0.0,0.0,0.0,0.0,1.0,Wednesday,1
2023-08-10,Anderson's Bar,Jameson,0.0,0.0,0.0,0.0,0.0,Thursday,1
2023-08-11,Anderson's Bar,Jameson,0.0,0.0,0.0,0.0,1.0,Friday,1
2023-08-12,Anderson's Bar,Jameson,0.0,0.0,0.0,0.0,0.0,Saturday,1
2023-08-13,Anderson's Bar,Jameson,0.0,0.0,0.0,0.0,0.0,Sunday,1
2023-08-14,Anderson's Bar,Jameson,0.0,0.0,0.0,0.0,0.0,Monday,1
2023-08-15,Anderson's Bar,Jameson,0.0,0.0,0.0,0.0,0.0,Tuesday,1
2023-08-16,Anderson's Bar,Jameson,0.0,0.0,0.0,0.0,1.0,Wednesday,1
2023-08-17,Anderson's Bar,Jameson,0.0,0.0,0.0,0.0,0.0,Thursday,1
2023-08-18,Anderson's Bar,Jameson,0.0,0.0,0.0,0.0,1.0,Friday,1
2023-08-19,Anderson's Bar,Jameson,0.0,0.0,0.0,0.0,0.0,Saturday,1
2023-08-20,Anderson's Bar,Jameson,0.0,0.0,0.0,0.0,0.0,Sunday,1
2023-08-21,Anderson's Bar,Jameson,0.0,0.0,0.0,0.0,0.0,Monday,1
2023-08-22,Anderson's Bar,Jameson,0.0,0.0,0.0,0.0,0.0,Tuesday,1
2023-08-23,Anderson's Bar,Jameson,0.0,0.0,0.0,0.0,0.0,Wednesday,1
2023-08-24,Anderson's Bar,Jameson,0.0,0.0,0.0,0.0,0.0,Thursday,1
2023-08-25,Anderson's Bar,Jameson,0.0,0.0,0.0,0.0,0.0,Friday,1
2023-08-26,Anderson's Bar,Jameson,594.65,1306.06,0.0,711.41,1.0,Saturday,0
2023-08-27,Anderson's Bar,Jameson,0.0,0.0,711.41,711.41,0.0,Sunday,0
2023-08-28,Anderson's Bar,Jameson,0.0,0.0,711.41,711.41,0.0,Monday,0
2023-08-29,Anderson's Bar,Jameson,0.0,0.0,711.41,711.41,0.0,Tuesday,0
2023-08-30,Anderson's Bar,Jameson,0.0,0.0,711.41,711.41,0.0,Wednesday,0
2023-08-31,Anderson's Bar,Jameson,0.0,0.0,711.41,711.41,0.0,Thursday,0
2023-09-01,Anderson's Bar,Jameson,0.0,0.0,711.41,711.41,0.0,Friday,0
2023-09-02,Anderson's Bar,Jameson,175.88,0.0,711.41,535.53,1.0,Saturday,0
2023-09-03,Anderson's Bar,Jameson,0.0,0.0,535.53,535.53,0.0,Sunday,0
2023-09-04,Anderson's Bar,Jameson,0.0,0.0,535.53,535.53,0.0,Monday,0
2023-09-05,Anderson's Bar,Jameson,0.0,0.0,535.53,535.53,0.0,Tuesday,0
2023-09-06,Anderson's Bar,Jameson,0.0,0.0,535.53,535.53,0.0,Wednesday,0
2023-09-07,Anderson's Bar,Jameson,0.0,0.0,535.53,535.53,0.0,Thursday,0
2023-09-08,Anderson's Bar,Jameson,0.0,0.0,535.53,535.53,0.0,Friday,0
2023-09-09,Anderson's Bar,Jameson,0.0,0.0,535.53,535.53,0.0,Saturday,0
2023-09-10,Anderson's Bar,Jameson,0.0,0.0,535.53,535.53,0.0,Sunday,0
2023-09-11,Anderson's Bar,Jameson,0.0,0.0,535.53,535.53,0.0,Monday,0
2023-09-12,Anderson's Bar,Jameson,0.0,0.0,535.53,535.53,0.0,Tuesday,0
2023-09-13,Anderson's Bar,Jameson,0.0,0.0,535.53,535.53,0.0,Wednesday,0
2023-09-14,Anderson's Bar,Jameson,0.0,0.0,535.53,535.53,0.0,Thursday,0
2023-09-15,Anderson's Bar,Jameson,0.0,0.0,535.53,535.53,0.0,Friday,0
2023-09-16,Anderson's Bar,Jameson,421.12,0.0,535.53,114.41,1.0,Saturday,0
2023-09-17,Anderson's Bar,Jameson,310.6,1973.0,114.41,1776.81,1.0,Sunday,0
2023-09-18,Anderson's Bar,Jameson,0.0,0.0,1776.81,1776.81,0.0,Monday,0
2023-09-19,Anderson's Bar,Jameson,0.0,0.0,1776.81,1776.81,0.0,Tuesday,0
2023-09-20,Anderson's Bar,Jameson,0.0,0.0,1776.81,1776.81,0.0,Wednesday,0
2023-09-21,Anderson's Bar,Jameson,127.83,0.0,1776.81,1648.98,1.0,Thursday,0
2023-09-22,Anderson's Bar,Jameson,0.0,0.0,1648.98,1648.98,0.0,Friday,0
2023-09-23,Anderson's Bar,Jameson,0.0,0.0,1648.98,1648.98,0.0,Saturday,0
2023-09-24,Anderson's Bar,Jameson,0.0,0.0,1648.98,1648.98,0.0,Sunday,0
2023-09-25,Anderson's Bar,Jameson,0.0,0.0,1648.98,1648.98,0.0,Monday,0
2023-09-26,Anderson's Bar,Jameson,0.0,0.0,1648.98,1648.98,0.0,Tuesday,0
2023-09-27,Anderson's Bar,Jameson,0.0,0.0,1648.98,1648.98,0.0,Wednesday,0
2023-09-28,Anderson's Bar,Jameson,0.0,0.0,1648.98,1648.98,0.0,Thursday,0
2023-09-29,Anderson's Bar,Jameson,592.68,0.0,1648.98,1056.3,1.0,Friday,0
2023-09-30,Anderson's Bar,Jameson,425.3,0.0,1056.3,631.0,1.0,Saturday,0
2023-10-01,Anderson's Bar,Jameson,0.0,0.0,631.0,631.0,0.0,Sunday,0
2023-10-02,Anderson's Bar,Jameson,0.0,0.0,631.0,631.0,0.0,Monday,0
2023-10-03,Anderson's Bar,Jameson,0.0,0.0,631.0,631.0,0.0,Tuesday,0
2023-10-04,Anderson's Bar,Jameson,0.0,0.0,631.0,631.0,0.0,Wednesday,0
2023-10-05,Anderson's Bar,Jameson,0.0,0.0,631.0,631.0,0.0,Thursday,0
2023-10-06,Anderson's Bar,Jameson,0.0,0.0,631.0,631.0,0.0,Friday,0
2023-10-07,Anderson's Bar,Jameson,0.0,0.0,631.0,631.0,0.0,Saturday,0
2023-10-08,Anderson's Bar,Jameson,0.0,0.0,631.0,631.0,0.0,Sunday,0
2023-10-09,Anderson's Bar,Jameson,327.16,0.0,631.0,303.84,1.0,Monday,0
2023-10-10,Anderson's Bar,Jameson,0.0,0.0,303.84,303.84,0.0,Tuesday,0
2023-10-11,Anderson's Bar,Jameson,0.0,0.0,303.84,303.84,0.0,Wednesday,0
2023-10-12,Anderson's Bar,Jameson,0.0,0.0,303.84,303.84,0.0,Thursday,0
2023-10-13,Anderson's Bar,Jameson,537.8,1223.58,303.84,989.62,1.0,Friday,0
2023-10-14,Anderson's Bar,Jameson,0.0,0.0,989.62,989.62,0.0,Saturday,0
2023-10-15,Anderson's Bar,Jameson,157.57,0.0,989.62,832.05,1.0,Sunday,0
2023-10-16,Anderson's Bar,Jameson,0.0,0.0,832.05,832.05,0.0,Monday,0
2023-10-17,Anderson's Bar,Jameson,0.0,0.0,832.05,832.05,0.0,Tuesday,0
2023-10-18,Anderson's Bar,Jameson,0.0,0.0,832.05,832.05,0.0,Wednesday,0
2023-10-19,Anderson's Bar,Jameson,0.0,0.0,832.05,832.05,0.0,Thursday,0
2023-10-20,Anderson's Bar,Jameson,0.0,0.0,832.05,832.05,0.0,Friday,0
2023-10-21,Anderson's Bar,Jameson,0.0,0.0,832.05,832.05,0.0,Saturday,0
2023-10-22,Anderson's Bar,Jameson,0.0,0.0,832.05,832.05,0.0,Sunday,0
2023-10-23,Anderson's Bar,Jameson,215.32,0.0,832.05,616.73,1.0,Monday,0
2023-10-24,Anderson's Bar,Jameson,0.0,0.0,616.73,616.73,0.0,Tuesday,0
2023-10-25,Anderson's Bar,Jameson,0.0,0.0,616.73,616.73,0.0,Wednesday,0
2023-10-26,Anderson's Bar,Jameson,134.24,0.0,616.73,482.49,1.0,Thursday,0
2023-10-27,Anderson's Bar,Jameson,0.0,0.0,482.49,482.49,0.0,Friday,0
2023-10-28,Anderson's Bar,Jameson,0.0,0.0,482.49,482.49,0.0,Saturday,0
2023-10-29,Anderson's Bar,Jameson,0.0,0.0,482.49,482.49,0.0,Sunday,0
2023-10-30,Anderson's Bar,Jameson,0.0,0.0,482.49,482.49,0.0,Monday,0
2023-10-31,Anderson's Bar,Jameson,0.0,0.0,482.49,482.49,0.0,Tuesday,0
2023-11-01,Anderson's Bar,Jameson,0.0,0.0,482.49,482.49,0.0,Wednesday,0
2023-11-02,Anderson's Bar,Jameson,0.0,0.0,482.49,482.49,0.0,Thursday,0
2023-11-03,Anderson's Bar,Jameson,0.0,0.0,482.49,482.49,0.0,Friday,0
2023-11-04,Anderson's Bar,Jameson,482.49,0.0,482.49,0.0,1.0,Saturday,1
2023-11-05,Anderson's Bar,Jameson,0.0,0.0,0.0,0.0,0.0,Sunday,1
2023-11-06,Anderson's Bar,Jameson,0.0,0.0,0.0,0.0,0.0,Monday,1
2023-11-07,Anderson's Bar,Jameson,0.0,0.0,0.0,0.0,0.0,Tuesday,1
2023-11-08,Anderson's Bar,Jameson,0.0,0.0,0.0,0.0,0.0,Wednesday,1
2023-11-09,Anderson's Bar,Jameson,0.0,0.0,0.0,0.0,0.0,Thursday,1
2023-11-10,Anderson's Bar,Jameson,0.0,0.0,0.0,0.0,1.0,Friday,1
2023-11-11,Anderson's Bar,Jameson,0.0,0.0,0.0,0.0,1.0,Saturday,1
2023-11-12,Anderson's Bar,Jameson,0.0,0.0,0.0,0.0,0.0,Sunday,1
2023-11-13,Anderson's Bar,Jameson,0.0,0.0,0.0,0.0,0.0,Monday,1
2023-11-14,Anderson's Bar,Jameson,195.42,1702.31,0.0,1506.89,1.0,Tuesday,0
2023-11-15,Anderson's Bar,Jameson,0.0,0.0,1506.89,1506.89,0.0,Wednesday,0
2023-11-16,Anderson's Bar,Jameson,0.0,0.0,1506.89,1506.89,0.0,Thursday,0
2023-11-17,Anderson's Bar,Jameson,0.0,0.0,1506.89,1506.89,0.0,Friday,0
2023-11-18,Anderson's Bar,Jameson,0.0,0.0,1506.89,1506.89,0.0,Saturday,0
2023-11-19,Anderson's Bar,Jameson,394.86,0.0,1506.89,1112.03,1.0,Sunday,0
2023-11-20,Anderson's Bar,Jameson,0.0,0.0,1112.03,1112.03,0.0,Monday,0
2023-11-21,Anderson's Bar,Jameson,0.0,0.0,1112.03,1112.03,0.0,Tuesday,0
2023-11-22,Anderson's Bar,Jameson,0.0,0.0,1112.03,1112.03,0.0,Wednesday,0
2023-11-23,Anderson's Bar,Jameson,0.0,0.0,1112.03,1112.03,0.0,Thursday,0
2023-11-24,Anderson's Bar,Jameson,422.5,0.0,1112.03,689.53,1.0,Friday,0
2023-11-25,Anderson's Bar,Jameson,402.12,0.0,689.53,287.41,1.0,Saturday,0
2023-11-26,Anderson's Bar,Jameson,0.0,0.0,287.41,287.41,0.0,Sunday,0
2023-11-27,Anderson's Bar,Jameson,0.0,0.0,287.41,287.41,0.0,Monday,0
2023-11-28,Anderson's Bar,Jameson,0.0,0.0,287.41,287.41,0.0,Tuesday,0
2023-11-29,Anderson's Bar,Jameson,0.0,0.0,287.41,287.41,0.0,Wednesday,0
2023-11-30,Anderson's Bar,Jameson,0.0,0.0,287.41,287.41,0.0,Thursday,0
2023-12-01,Anderson's Bar,Jameson,0.0,0.0,287.41,287.41,0.0,Friday,0
2023-12-02,Anderson's Bar,Jameson,0.0,0.0,287.41,287.41,0.0,Saturday,0
2023-12-03,Anderson's Bar,Jameson,0.0,0.0,287.41,287.41,0.0,Sunday,0
2023-12-04,Anderson's Bar,Jameson,0.0,0.0,287.41,287.41,0.0,Monday,0
2023-12-05,Anderson's Bar,Jameson,0.0,0.0,287.41,287.41,0.0,Tuesday,0
2023-12-06,Anderson's Bar,Jameson,0.0,0.0,287.41,287.41,0.0,Wednesday,0
2023-12-07,Anderson's Bar,Jameson,0.0,0.0,287.41,287.41,0.0,Thursday,0
2023-12-08,Anderson's Bar,Jameson,0.0,0.0,287.41,287.41,0.0,Friday,0
2023-12-09,Anderson's Bar,Jameson,0.0,0.0,287.41,287.41,0.0,Saturday,0
2023-12-10,Anderson's Bar,Jameson,0.0,0.0,287.41,287.41,0.0,Sunday,0
2023-12-11,Anderson's Bar,Jameson,228.2,1639.68,287.41,1698.89,1.0,Monday,0
2023-12-12,Anderson's Bar,Jameson,0.0,0.0,1698.89,1698.89,0.0,Tuesday,0
2023-12-13,Anderson's Bar,Jameson,0.0,0.0,1698.89,1698.89,0.0,Wednesday,0
2023-12-14,Anderson's Bar,Jameson,102.39,1562.65,1698.89,3159.15,1.0,Thursday,0
2023-12-15,Anderson's Bar,Jameson,0.0,0.0,3159.15,3159.15,0.0,Friday,0
2023-12-16,Anderson's Bar,Jameson,0.0,0.0,3159.15,3159.15,0.0,Saturday,0
2023-12-17,Anderson's Bar,Jameson,416.72,669.09,3159.15,3411.52,1.0,Sunday,0
2023-12-18,Anderson's Bar,Jameson,0.0,0.0,3411.52,3411.52,0.0,Monday,0
2023-12-19,Anderson's Bar,Jameson,0.0,0.0,3411.52,3411.52,0.0,Tuesday,0
2023-12-20,Anderson's Bar,Jameson,0.0,0.0,3411.52,3411.52,0.0,Wednesday,0
2023-12-21,Anderson's Bar,Jameson,0.0,0.0,3411.52,3411.52,0.0,Thursday,0
2023-12-22,Anderson's Bar,Jameson,0.0,0.0,3411.52,3411.52,0.0,Friday,0
2023-12-23,Anderson's Bar,Jameson,0.0,0.0,3411.52,3411.52,0.0,Saturday,0
2023-12-24,Anderson's Bar,Jameson,0.0,0.0,3411.52,3411.52,0.0,Sunday,0
2023-12-25,Anderson's Bar,Jameson,0.0,0.0,3411.52,3411.52,0.0,Monday,0
2023-12-26,Anderson's Bar,Jameson,0.0,0.0,3411.52,3411.52,0.0,Tuesday,0
2023-12-27,Anderson's Bar,Jameson,248.19,0.0,3411.52,3163.33,1.0,Wednesday,0
2023-12-28,Anderson's Bar,Jameson,0.0,0.0,3163.33,3163.33,0.0,Thursday,0
2023-12-29,Anderson's Bar,Jameson,0.0,0.0,3163.33,3163.33,0.0,Friday,0
2023-12-30,Anderson's Bar,Jameson,474.96,0.0,3163.33,2688.37,1.0,Saturday,0
2023-12-31,Anderson's Bar,Jameson,0.0,0.0,2688.37,2688.37,0.0,Sunday,0
2024-01-01,Anderson's Bar,Jameson,0.0,0.0,2688.37,2688.37,0.0,Monday,0
2023-01-01,Anderson's Bar,Jim Beam,0.0,0.0,872.08,872.08,1.0,Sunday,0
2023-01-02,Anderson's Bar,Jim Beam,0.0,0.0,872.08,872.08,0.0,Monday,0
2023-01-03,Anderson's Bar,Jim Beam,363.32,1911.3,872.08,2420.06,1.0,Tuesday,0
2023-01-04,Anderson's Bar,Jim Beam,0.0,0.0,2420.06,2420.06,0.0,Wednesday,0
2023-01-05,Anderson's Bar,Jim Beam,420.18,0.0,2420.06,1999.88,1.0,Thursday,0
2023-01-06,Anderson's Bar,Jim Beam,0.0,0.0,1999.88,1999.88,0.0,Friday,0
2023-01-07,Anderson's Bar,Jim Beam,0.0,0.0,1999.88,1999.88,0.0,Saturday,0
2023-01-08,Anderson's Bar,Jim Beam,0.0,0.0,1999.88,1999.88,0.0,Sunday,0
2023-01-09,Anderson's Bar,Jim Beam,0.0,0.0,1999.88,1999.88,0.0,Monday,0
2023-01-10,Anderson's Bar,Jim Beam,0.0,0.0,1999.88,1999.88,0.0,Tuesday,0
2023-01-11,Anderson's Bar,Jim Beam,0.0,0.0,1999.88,1999.88,0.0,Wednesday,0
2023-01-12,Anderson's Bar,Jim Beam,0.0,0.0,1999.88,1999.88,0.0,Thursday,0
2023-01-13,Anderson's Bar,Jim Beam,424.82,722.2,1999.88,2297.26,1.0,Friday,0
2023-01-14,Anderson's Bar,Jim Beam,0.0,0.0,2297.26,2297.26,0.0,Saturday,0
2023-01-15,Anderson's Bar,Jim Beam,0.0,0.0,2297.26,2297.26,0.0,Sunday,0
2023-01-16,Anderson's Bar,Jim Beam,134.76,0.0,2297.26,2162.5,1.0,Monday,0
2023-01-17,Anderson's Bar,Jim Beam,0.0,0.0,2162.5,2162.5,0.0,Tuesday,0
2023-01-18,Anderson's Bar,Jim Beam,474.08,0.0,2162.5,1688.42,1.0,Wednesday,0
2023-01-19,Anderson's Bar,Jim Beam,153.23,535.59,1688.42,2070.78,1.0,Thursday,0
2023-01-20,Anderson's Bar,Jim Beam,0.0,0.0,2070.78,2070.78,0.0,Friday,0
2023-01-21,Anderson's Bar,Jim Beam,0.0,0.0,2070.78,2070.78,0.0,Saturday,0
2023-01-22,Anderson's Bar,Jim Beam,0.0,0.0,2070.78,2070.78,0.0,Sunday,0
2023-01-23,Anderson's Bar,Jim Beam,0.0,0.0,2070.78,2070.78,0.0,Monday,0
2023-01-24,Anderson's Bar,Jim Beam,0.0,0.0,2070.78,2070.78,0.0,Tuesday,0
2023-01-25,Anderson's Bar,Jim Beam,195.92,0.0,2070.78,1874.86,1.0,Wednesday,0
2023-01-26,Anderson's Bar,Jim Beam,0.0,0.0,1874.86,1874.86,0.0,Thursday,0
2023-01-27,Anderson's Bar,Jim Beam,0.0,0.0,1874.86,1874.86,0.0,Friday,0
2023-01-28,Anderson's Bar,Jim Beam,0.0,0.0,1874.86,1874.86,0.0,Saturday,0
2023-01-29,Anderson's Bar,Jim Beam,0.0,0.0,1874.86,1874.86,0.0,Sunday,0
2023-01-30,Anderson's Bar,Jim Beam,0.0,0.0,1874.86,1874.86,0.0,Monday,0
2023-01-31,Anderson's Bar,Jim Beam,0.0,0.0,1874.86,1874.86,0.0,Tuesday,0
2023-02-01,Anderson's Bar,Jim Beam,0.0,0.0,1874.86,1874.86,0.0,Wednesday,0
2023-02-02,Anderson's Bar,Jim Beam,226.21,0.0,1874.86,1648.65,1.0,Thursday,0
2023-02-03,Anderson's Bar,Jim Beam,559.43,1699.76,1648.65,2788.98,1.0,Friday,0
2023-02-04,Anderson's Bar,Jim Beam,465.78,0.0,2788.98,2323.2,1.0,Saturday,0
2023-02-05,Anderson's Bar,Jim Beam,0.0,0.0,2323.2,2323.2,0.0,Sunday,0
2023-02-06,Anderson's Bar,Jim Beam,0.0,0.0,2323.2,2323.2,0.0,Monday,0
2023-02-07,Anderson's Bar,Jim Beam,0.0,0.0,2323.2,2323.2,0.0,Tuesday,0
2023-02-08,Anderson's Bar,Jim Beam,0.0,0.0,2323.2,2323.2,0.0,Wednesday,0
2023-02-09,Anderson's Bar,Jim Beam,266.29,0.0,2323.2,2056.91,1.0,Thursday,0
2023-02-10,Anderson's Bar,Jim Beam,0.0,0.0,2056.91,2056.91,0.0,Friday,0
2023-02-11,Anderson's Bar,Jim Beam,0.0,0.0,2056.91,2056.91,0.0,Saturday,0
2023-02-12,Anderson's Bar,Jim Beam,0.0,0.0,2056.91,2056.91,0.0,Sunday,0
2023-02-13,Anderson's Bar,Jim Beam,0.0,0.0,2056.91,2056.91,0.0,Monday,0
2023-02-14,Anderson's Bar,Jim Beam,0.0,0.0,2056.91,2056.91,0.0,Tuesday,0
2023-02-15,Anderson's Bar,Jim Beam,0.0,0.0,2056.91,2056.91,0.0,Wednesday,0
2023-02-16,Anderson's Bar,Jim Beam,0.0,0.0,2056.91,2056.91,0.0,Thursday,0
2023-02-17,Anderson's Bar,Jim Beam,0.0,0.0,2056.91,2056.91,0.0,Friday,0
2023-02-18,Anderson's Bar,Jim Beam,0.0,0.0,2056.91,2056.91,1.0,Saturday,0
2023-02-19,Anderson's Bar,Jim Beam,0.0,0.0,2056.91,2056.91,0.0,Sunday,0
2023-02-20,Anderson's Bar,Jim Beam,0.0,0.0,2056.91,2056.91,0.0,Monday,0
2023-02-21,Anderson's Bar,Jim Beam,0.0,0.0,2056.91,2056.91,0.0,Tuesday,0
2023-02-22,Anderson's Bar,Jim Beam,0.0,0.0,2056.91,2056.91,0.0,Wednesday,0
2023-02-23,Anderson's Bar,Jim Beam,0.0,0.0,2056.91,2056.91,0.0,Thursday,0
2023-02-24,Anderson's Bar,Jim Beam,0.0,0.0,2056.91,2056.91,0.0,Friday,0
2023-02-25,Anderson's Bar,Jim Beam,0.0,0.0,2056.91,2056.91,0.0,Saturday,0
2023-02-26,Anderson's Bar,Jim Beam,0.0,0.0,2056.91,2056.91,0.0,Sunday,0
2023-02-27,Anderson's Bar,Jim Beam,0.0,0.0,2056.91,2056.91,0.0,Monday,0
2023-02-28,Anderson's Bar,Jim Beam,0.0,0.0,2056.91,2056.91,0.0,Tuesday,0
2023-03-01,Anderson's Bar,Jim Beam,0.0,0.0,2056.91,2056.91,0.0,Wednesday,0
2023-03-02,Anderson's Bar,Jim Beam,0.0,0.0,2056.91,2056.91,0.0,Thursday,0
2023-03-03,Anderson's Bar,Jim Beam,0.0,0.0,2056.91,2056.91,0.0,Friday,0
2023-03-04,Anderson's Bar,Jim Beam,0.0,0.0,2056.91,2056.91,0.0,Saturday,0
2023-03-05,Anderson's Bar,Jim Beam,143.69,0.0,2056.91,1913.22,1.0,Sunday,0
2023-03-06,Anderson's Bar,Jim Beam,0.0,0.0,1913.22,1913.22,0.0,Monday,0
2023-03-07,Anderson's Bar,Jim Beam,405.91,515.47,1913.22,2022.78,1.0,Tuesday,0
2023-03-08,Anderson's Bar,Jim Beam,0.0,0.0,2022.78,2022.78,0.0,Wednesday,0
2023-03-09,Anderson's Bar,Jim Beam,0.0,0.0,2022.78,2022.78,0.0,Thursday,0
2023-03-10,Anderson's Bar,Jim Beam,0.0,0.0,2022.78,2022.78,0.0,Friday,0
2023-03-11,Anderson's Bar,Jim Beam,0.0,0.0,2022.78,2022.78,0.0,Saturday,0
2023-03-12,Anderson's Bar,Jim Beam,0.0,0.0,2022.78,2022.78,0.0,Sunday,0
